date,keyword,interest
2017-09-30,Dr. Andy Galpin,7
2017-10-07,Dr. Andy Galpin,0
2017-10-14,Dr. Andy Galpin,0
2017-10-21,Dr. Andy Galpin,7
2017-10-28,Dr. Andy Galpin,0
2017-11-04,Dr. Andy Galpin,0
2017-11-11,Dr. Andy Galpin,0
2017-11-18,Dr. Andy Galpin,0
2017-11-25,Dr. Andy Galpin,7
2017-12-02,Dr. Andy Galpin,0
2017-12-09,Dr. Andy Galpin,0
2017-12-16,Dr. Andy Galpin,7
2017-12-23,Dr. Andy Galpin,0
2017-12-30,Dr. Andy Galpin,7
2018-01-06,Dr. Andy Galpin,0
2018-01-13,Dr. Andy Galpin,13
2018-01-20,Dr. Andy Galpin,0
2018-01-27,Dr. Andy Galpin,7
2018-02-03,Dr. Andy Galpin,6
2018-02-10,Dr. Andy Galpin,0
2018-02-17,Dr. Andy Galpin,6
2018-02-24,Dr. Andy Galpin,6
2018-03-03,Dr. Andy Galpin,13
2018-03-10,Dr. Andy Galpin,0
2018-03-17,Dr. Andy Galpin,13
2018-03-24,Dr. Andy Galpin,0
2018-03-31,Dr. Andy Galpin,7
2018-04-07,Dr. Andy Galpin,7
2018-04-14,Dr. Andy Galpin,0
2018-04-21,Dr. Andy Galpin,0
2018-04-28,Dr. Andy Galpin,0
2018-05-05,Dr. Andy Galpin,7
2018-05-12,Dr. Andy Galpin,10
2018-05-19,Dr. Andy Galpin,0
2018-05-26,Dr. Andy Galpin,0
2018-06-02,Dr. Andy Galpin,0
2018-06-09,Dr. Andy Galpin,0
2018-06-16,Dr. Andy Galpin,7
2018-06-23,Dr. Andy Galpin,7
2018-06-30,Dr. Andy Galpin,0
2018-07-07,Dr. Andy Galpin,0
2018-07-14,Dr. Andy Galpin,7
2018-07-21,Dr. Andy Galpin,0
2018-07-28,Dr. Andy Galpin,7
2018-08-04,Dr. Andy Galpin,0
2018-08-11,Dr. Andy Galpin,0
2018-08-18,Dr. Andy Galpin,0
2018-08-25,Dr. Andy Galpin,0
2018-09-01,Dr. Andy Galpin,7
2018-09-08,Dr. Andy Galpin,6
2013-09-21,Dr. Carl Hart,60
2013-09-28,Dr. Carl Hart,46
2013-10-05,Dr. Carl Hart,9
2013-10-12,Dr. Carl Hart,8
2013-10-19,Dr. Carl Hart,8
2013-10-26,Dr. Carl Hart,17
2013-11-02,Dr. Carl Hart,0
2013-11-09,Dr. Carl Hart,8
2013-11-16,Dr. Carl Hart,0
2013-11-23,Dr. Carl Hart,9
2013-11-30,Dr. Carl Hart,16
2013-12-07,Dr. Carl Hart,17
2013-12-14,Dr. Carl Hart,0
2013-12-21,Dr. Carl Hart,0
2013-12-28,Dr. Carl Hart,0
2014-01-04,Dr. Carl Hart,20
2014-01-11,Dr. Carl Hart,16
2014-01-18,Dr. Carl Hart,8
2014-01-25,Dr. Carl Hart,8
2014-02-01,Dr. Carl Hart,13
2014-02-08,Dr. Carl Hart,24
2014-02-15,Dr. Carl Hart,8
2014-02-22,Dr. Carl Hart,0
2014-03-01,Dr. Carl Hart,23
2014-03-08,Dr. Carl Hart,16
2014-03-15,Dr. Carl Hart,93
2014-03-22,Dr. Carl Hart,39
2014-03-29,Dr. Carl Hart,20
2014-04-05,Dr. Carl Hart,8
2014-04-12,Dr. Carl Hart,8
2014-04-19,Dr. Carl Hart,17
2014-04-26,Dr. Carl Hart,8
2014-05-03,Dr. Carl Hart,8
2014-05-10,Dr. Carl Hart,8
2014-05-17,Dr. Carl Hart,18
2014-05-24,Dr. Carl Hart,10
2014-05-31,Dr. Carl Hart,9
2014-06-07,Dr. Carl Hart,10
2014-06-14,Dr. Carl Hart,10
2014-06-21,Dr. Carl Hart,0
2014-06-28,Dr. Carl Hart,10
2014-07-05,Dr. Carl Hart,19
2014-07-12,Dr. Carl Hart,9
2014-07-19,Dr. Carl Hart,0
2014-07-26,Dr. Carl Hart,0
2014-08-02,Dr. Carl Hart,10
2014-08-09,Dr. Carl Hart,9
2014-08-16,Dr. Carl Hart,9
2014-08-23,Dr. Carl Hart,19
2014-08-30,Dr. Carl Hart,9
2014-09-06,Dr. Carl Hart,9
2014-09-13,Dr. Carl Hart,9
2014-09-20,Dr. Carl Hart,9
2014-09-27,Dr. Carl Hart,9
2014-10-04,Dr. Carl Hart,9
2014-10-11,Dr. Carl Hart,0
2014-10-18,Dr. Carl Hart,9
2014-10-25,Dr. Carl Hart,18
2014-11-01,Dr. Carl Hart,17
2014-11-08,Dr. Carl Hart,9
2014-11-15,Dr. Carl Hart,0
2014-11-22,Dr. Carl Hart,19
2014-11-29,Dr. Carl Hart,0
2014-12-06,Dr. Carl Hart,9
2014-12-13,Dr. Carl Hart,18
2014-12-20,Dr. Carl Hart,11
2014-12-27,Dr. Carl Hart,10
2015-01-03,Dr. Carl Hart,0
2015-01-10,Dr. Carl Hart,9
2015-01-17,Dr. Carl Hart,0
2015-01-24,Dr. Carl Hart,0
2015-01-31,Dr. Carl Hart,0
2015-02-07,Dr. Carl Hart,0
2015-02-14,Dr. Carl Hart,0
2015-02-21,Dr. Carl Hart,8
2015-02-28,Dr. Carl Hart,8
2015-03-07,Dr. Carl Hart,9
2015-03-14,Dr. Carl Hart,9
2015-03-21,Dr. Carl Hart,0
2015-03-28,Dr. Carl Hart,0
2015-04-04,Dr. Carl Hart,9
2015-04-11,Dr. Carl Hart,0
2015-04-18,Dr. Carl Hart,0
2015-04-25,Dr. Carl Hart,35
2015-05-02,Dr. Carl Hart,18
2015-05-09,Dr. Carl Hart,0
2015-05-16,Dr. Carl Hart,0
2015-05-23,Dr. Carl Hart,10
2015-05-30,Dr. Carl Hart,9
2015-06-06,Dr. Carl Hart,19
2015-06-13,Dr. Carl Hart,0
2015-06-20,Dr. Carl Hart,10
2015-06-27,Dr. Carl Hart,0
2015-07-04,Dr. Carl Hart,0
2015-07-11,Dr. Carl Hart,9
2015-07-18,Dr. Carl Hart,0
2015-07-25,Dr. Carl Hart,0
2015-08-01,Dr. Carl Hart,9
2015-08-08,Dr. Carl Hart,0
2015-08-15,Dr. Carl Hart,9
2015-08-22,Dr. Carl Hart,36
2015-08-29,Dr. Carl Hart,18
2015-09-05,Dr. Carl Hart,9
2015-09-12,Dr. Carl Hart,13
2015-09-19,Dr. Carl Hart,100
2015-09-26,Dr. Carl Hart,21
2015-10-03,Dr. Carl Hart,22
2015-10-10,Dr. Carl Hart,9
2015-10-17,Dr. Carl Hart,0
2015-10-24,Dr. Carl Hart,17
2015-10-31,Dr. Carl Hart,8
2015-11-07,Dr. Carl Hart,8
2015-11-14,Dr. Carl Hart,0
2015-11-21,Dr. Carl Hart,9
2015-11-28,Dr. Carl Hart,8
2015-12-05,Dr. Carl Hart,8
2015-12-12,Dr. Carl Hart,13
2015-12-19,Dr. Carl Hart,10
2015-12-26,Dr. Carl Hart,0
2016-01-02,Dr. Carl Hart,7
2016-01-09,Dr. Carl Hart,7
2016-01-16,Dr. Carl Hart,0
2016-01-23,Dr. Carl Hart,14
2016-01-30,Dr. Carl Hart,0
2016-02-06,Dr. Carl Hart,10
2016-02-13,Dr. Carl Hart,21
2016-02-20,Dr. Carl Hart,14
2016-02-27,Dr. Carl Hart,7
2016-03-05,Dr. Carl Hart,7
2016-03-12,Dr. Carl Hart,0
2016-03-19,Dr. Carl Hart,0
2016-03-26,Dr. Carl Hart,7
2016-04-02,Dr. Carl Hart,7
2016-04-09,Dr. Carl Hart,21
2016-04-16,Dr. Carl Hart,7
2016-04-23,Dr. Carl Hart,0
2016-04-30,Dr. Carl Hart,0
2016-05-07,Dr. Carl Hart,7
2016-05-14,Dr. Carl Hart,0
2016-05-21,Dr. Carl Hart,7
2016-05-28,Dr. Carl Hart,7
2016-06-04,Dr. Carl Hart,0
2016-06-11,Dr. Carl Hart,0
2016-06-18,Dr. Carl Hart,7
2016-06-25,Dr. Carl Hart,7
2016-07-02,Dr. Carl Hart,8
2016-07-09,Dr. Carl Hart,7
2016-07-16,Dr. Carl Hart,23
2016-07-23,Dr. Carl Hart,0
2016-07-30,Dr. Carl Hart,7
2016-08-06,Dr. Carl Hart,8
2016-08-13,Dr. Carl Hart,0
2016-08-20,Dr. Carl Hart,0
2016-08-27,Dr. Carl Hart,0
2016-09-03,Dr. Carl Hart,0
2016-09-10,Dr. Carl Hart,0
2016-09-17,Dr. Carl Hart,0
2016-09-24,Dr. Carl Hart,7
2016-10-01,Dr. Carl Hart,7
2016-10-08,Dr. Carl Hart,11
2016-10-15,Dr. Carl Hart,7
2016-10-22,Dr. Carl Hart,17
2016-10-29,Dr. Carl Hart,0
2016-11-05,Dr. Carl Hart,7
2016-11-12,Dr. Carl Hart,0
2016-11-19,Dr. Carl Hart,7
2016-11-26,Dr. Carl Hart,6
2016-12-03,Dr. Carl Hart,0
2016-12-10,Dr. Carl Hart,0
2016-12-17,Dr. Carl Hart,0
2016-12-24,Dr. Carl Hart,7
2016-12-31,Dr. Carl Hart,0
2017-01-07,Dr. Carl Hart,0
2017-01-14,Dr. Carl Hart,6
2017-01-21,Dr. Carl Hart,13
2017-01-28,Dr. Carl Hart,0
2017-02-04,Dr. Carl Hart,6
2017-02-11,Dr. Carl Hart,0
2017-02-18,Dr. Carl Hart,0
2017-02-25,Dr. Carl Hart,6
2017-03-04,Dr. Carl Hart,6
2017-03-11,Dr. Carl Hart,0
2017-03-18,Dr. Carl Hart,6
2017-03-25,Dr. Carl Hart,6
2017-04-01,Dr. Carl Hart,6
2017-04-08,Dr. Carl Hart,7
2017-04-15,Dr. Carl Hart,6
2017-04-22,Dr. Carl Hart,6
2017-04-29,Dr. Carl Hart,9
2017-05-06,Dr. Carl Hart,6
2017-05-13,Dr. Carl Hart,14
2017-05-20,Dr. Carl Hart,0
2017-05-27,Dr. Carl Hart,0
2017-06-03,Dr. Carl Hart,7
2017-06-10,Dr. Carl Hart,0
2017-06-17,Dr. Carl Hart,0
2017-06-24,Dr. Carl Hart,7
2017-07-01,Dr. Carl Hart,0
2017-07-08,Dr. Carl Hart,7
2017-07-15,Dr. Carl Hart,7
2017-07-22,Dr. Carl Hart,7
2017-07-29,Dr. Carl Hart,7
2017-08-05,Dr. Carl Hart,7
2017-08-12,Dr. Carl Hart,0
2017-08-19,Dr. Carl Hart,0
2017-08-26,Dr. Carl Hart,0
2017-09-02,Dr. Carl Hart,0
2017-09-09,Dr. Carl Hart,0
2017-09-16,Dr. Carl Hart,0
2017-09-23,Dr. Carl Hart,6
2017-09-30,Dr. Carl Hart,0
2017-10-07,Dr. Carl Hart,0
2017-10-14,Dr. Carl Hart,6
2017-10-21,Dr. Carl Hart,9
2017-10-28,Dr. Carl Hart,6
2017-11-04,Dr. Carl Hart,6
2017-11-11,Dr. Carl Hart,0
2017-11-18,Dr. Carl Hart,0
2017-11-25,Dr. Carl Hart,0
2017-12-02,Dr. Carl Hart,6
2017-12-09,Dr. Carl Hart,0
2017-12-16,Dr. Carl Hart,0
2017-12-23,Dr. Carl Hart,0
2017-12-30,Dr. Carl Hart,0
2018-01-06,Dr. Carl Hart,6
2018-01-13,Dr. Carl Hart,0
2018-01-20,Dr. Carl Hart,12
2018-01-27,Dr. Carl Hart,6
2018-02-03,Dr. Carl Hart,0
2018-02-10,Dr. Carl Hart,0
2018-02-17,Dr. Carl Hart,0
2018-02-24,Dr. Carl Hart,6
2018-03-03,Dr. Carl Hart,6
2018-03-10,Dr. Carl Hart,6
2018-03-17,Dr. Carl Hart,6
2018-03-24,Dr. Carl Hart,0
2018-03-31,Dr. Carl Hart,0
2018-04-07,Dr. Carl Hart,0
2018-04-14,Dr. Carl Hart,12
2018-04-21,Dr. Carl Hart,6
2018-04-28,Dr. Carl Hart,6
2018-05-05,Dr. Carl Hart,25
2018-05-12,Dr. Carl Hart,0
2018-05-19,Dr. Carl Hart,6
2018-05-26,Dr. Carl Hart,0
2018-06-02,Dr. Carl Hart,6
2018-06-09,Dr. Carl Hart,0
2018-06-16,Dr. Carl Hart,7
2018-06-23,Dr. Carl Hart,7
2018-06-30,Dr. Carl Hart,0
2018-07-07,Dr. Carl Hart,6
2018-07-14,Dr. Carl Hart,0
2018-07-21,Dr. Carl Hart,0
2018-07-28,Dr. Carl Hart,10
2018-08-04,Dr. Carl Hart,0
2018-08-11,Dr. Carl Hart,6
2018-08-18,Dr. Carl Hart,13
2018-08-25,Dr. Carl Hart,6
2018-09-01,Dr. Carl Hart,0
2018-09-08,Dr. Carl Hart,6
2013-09-21,Dr. Dan Engle,0
2013-09-28,Dr. Dan Engle,0
2013-10-05,Dr. Dan Engle,0
2013-10-12,Dr. Dan Engle,0
2013-10-19,Dr. Dan Engle,0
2013-10-26,Dr. Dan Engle,0
2013-11-02,Dr. Dan Engle,0
2013-11-09,Dr. Dan Engle,0
2013-11-16,Dr. Dan Engle,0
2013-11-23,Dr. Dan Engle,0
2013-11-30,Dr. Dan Engle,0
2013-12-07,Dr. Dan Engle,0
2013-12-14,Dr. Dan Engle,0
2013-12-21,Dr. Dan Engle,0
2013-12-28,Dr. Dan Engle,0
2014-01-04,Dr. Dan Engle,30
2014-01-11,Dr. Dan Engle,0
2014-01-18,Dr. Dan Engle,0
2014-01-25,Dr. Dan Engle,0
2014-02-01,Dr. Dan Engle,31
2014-02-08,Dr. Dan Engle,0
2014-02-15,Dr. Dan Engle,0
2014-02-22,Dr. Dan Engle,0
2014-03-01,Dr. Dan Engle,0
2014-03-08,Dr. Dan Engle,0
2014-03-15,Dr. Dan Engle,0
2014-03-22,Dr. Dan Engle,0
2014-03-29,Dr. Dan Engle,0
2014-04-05,Dr. Dan Engle,0
2014-04-12,Dr. Dan Engle,0
2014-04-19,Dr. Dan Engle,0
2014-04-26,Dr. Dan Engle,29
2014-05-03,Dr. Dan Engle,0
2014-05-10,Dr. Dan Engle,0
2014-05-17,Dr. Dan Engle,0
2014-05-24,Dr. Dan Engle,0
2014-05-31,Dr. Dan Engle,0
2014-06-07,Dr. Dan Engle,0
2014-06-14,Dr. Dan Engle,0
2014-06-21,Dr. Dan Engle,0
2014-06-28,Dr. Dan Engle,0
2014-07-05,Dr. Dan Engle,36
2014-07-12,Dr. Dan Engle,0
2014-07-19,Dr. Dan Engle,0
2014-07-26,Dr. Dan Engle,0
2014-08-02,Dr. Dan Engle,0
2014-08-09,Dr. Dan Engle,0
2014-08-16,Dr. Dan Engle,0
2014-08-23,Dr. Dan Engle,0
2014-08-30,Dr. Dan Engle,0
2014-09-06,Dr. Dan Engle,0
2014-09-13,Dr. Dan Engle,0
2014-09-20,Dr. Dan Engle,0
2014-09-27,Dr. Dan Engle,33
2014-10-04,Dr. Dan Engle,33
2014-10-11,Dr. Dan Engle,33
2014-10-18,Dr. Dan Engle,0
2014-10-25,Dr. Dan Engle,0
2014-11-01,Dr. Dan Engle,0
2014-11-08,Dr. Dan Engle,0
2014-11-15,Dr. Dan Engle,0
2014-11-22,Dr. Dan Engle,0
2014-11-29,Dr. Dan Engle,0
2014-12-06,Dr. Dan Engle,0
2014-12-13,Dr. Dan Engle,0
2014-12-20,Dr. Dan Engle,0
2014-12-27,Dr. Dan Engle,0
2015-01-03,Dr. Dan Engle,0
2015-01-10,Dr. Dan Engle,0
2015-01-17,Dr. Dan Engle,0
2015-01-24,Dr. Dan Engle,0
2015-01-31,Dr. Dan Engle,0
2015-02-07,Dr. Dan Engle,0
2015-02-14,Dr. Dan Engle,0
2015-02-21,Dr. Dan Engle,0
2015-02-28,Dr. Dan Engle,0
2015-03-07,Dr. Dan Engle,0
2015-03-14,Dr. Dan Engle,0
2015-03-21,Dr. Dan Engle,35
2015-03-28,Dr. Dan Engle,0
2015-04-04,Dr. Dan Engle,0
2015-04-11,Dr. Dan Engle,0
2015-04-18,Dr. Dan Engle,0
2015-04-25,Dr. Dan Engle,0
2015-05-02,Dr. Dan Engle,33
2015-05-09,Dr. Dan Engle,100
2015-05-16,Dr. Dan Engle,34
2015-05-23,Dr. Dan Engle,0
2015-05-30,Dr. Dan Engle,0
2015-06-06,Dr. Dan Engle,36
2015-06-13,Dr. Dan Engle,0
2015-06-20,Dr. Dan Engle,0
2015-06-27,Dr. Dan Engle,0
2015-07-04,Dr. Dan Engle,35
2015-07-11,Dr. Dan Engle,0
2015-07-18,Dr. Dan Engle,0
2015-07-25,Dr. Dan Engle,35
2015-08-01,Dr. Dan Engle,0
2015-08-08,Dr. Dan Engle,0
2015-08-15,Dr. Dan Engle,34
2015-08-22,Dr. Dan Engle,0
2015-08-29,Dr. Dan Engle,0
2015-09-05,Dr. Dan Engle,0
2015-09-12,Dr. Dan Engle,0
2015-09-19,Dr. Dan Engle,0
2015-09-26,Dr. Dan Engle,0
2015-10-03,Dr. Dan Engle,32
2015-10-10,Dr. Dan Engle,0
2015-10-17,Dr. Dan Engle,0
2015-10-24,Dr. Dan Engle,31
2015-10-31,Dr. Dan Engle,0
2015-11-07,Dr. Dan Engle,0
2015-11-14,Dr. Dan Engle,31
2015-11-21,Dr. Dan Engle,0
2015-11-28,Dr. Dan Engle,0
2015-12-05,Dr. Dan Engle,0
2015-12-12,Dr. Dan Engle,0
2015-12-19,Dr. Dan Engle,0
2015-12-26,Dr. Dan Engle,0
2016-01-02,Dr. Dan Engle,0
2016-01-09,Dr. Dan Engle,0
2016-01-16,Dr. Dan Engle,0
2016-01-23,Dr. Dan Engle,0
2016-01-30,Dr. Dan Engle,0
2016-02-06,Dr. Dan Engle,0
2016-02-13,Dr. Dan Engle,0
2016-02-20,Dr. Dan Engle,0
2016-02-27,Dr. Dan Engle,0
2016-03-05,Dr. Dan Engle,0
2016-03-12,Dr. Dan Engle,0
2016-03-19,Dr. Dan Engle,0
2016-03-26,Dr. Dan Engle,0
2016-04-02,Dr. Dan Engle,0
2016-04-09,Dr. Dan Engle,0
2016-04-16,Dr. Dan Engle,0
2016-04-23,Dr. Dan Engle,0
2016-04-30,Dr. Dan Engle,0
2016-05-07,Dr. Dan Engle,0
2016-05-14,Dr. Dan Engle,0
2016-05-21,Dr. Dan Engle,0
2016-05-28,Dr. Dan Engle,27
2016-06-04,Dr. Dan Engle,0
2016-06-11,Dr. Dan Engle,0
2016-06-18,Dr. Dan Engle,0
2016-06-25,Dr. Dan Engle,0
2016-07-02,Dr. Dan Engle,0
2016-07-09,Dr. Dan Engle,0
2016-07-16,Dr. Dan Engle,0
2016-07-23,Dr. Dan Engle,27
2016-07-30,Dr. Dan Engle,0
2016-08-06,Dr. Dan Engle,0
2016-08-13,Dr. Dan Engle,0
2016-08-20,Dr. Dan Engle,0
2016-08-27,Dr. Dan Engle,0
2016-09-03,Dr. Dan Engle,0
2016-09-10,Dr. Dan Engle,0
2016-09-17,Dr. Dan Engle,0
2016-09-24,Dr. Dan Engle,25
2016-10-01,Dr. Dan Engle,0
2016-10-08,Dr. Dan Engle,0
2016-10-15,Dr. Dan Engle,0
2016-10-22,Dr. Dan Engle,0
2016-10-29,Dr. Dan Engle,25
2016-11-05,Dr. Dan Engle,0
2016-11-12,Dr. Dan Engle,0
2016-11-19,Dr. Dan Engle,0
2016-11-26,Dr. Dan Engle,0
2016-12-03,Dr. Dan Engle,0
2016-12-10,Dr. Dan Engle,0
2016-12-17,Dr. Dan Engle,0
2016-12-24,Dr. Dan Engle,0
2016-12-31,Dr. Dan Engle,0
2017-01-07,Dr. Dan Engle,0
2017-01-14,Dr. Dan Engle,0
2017-01-21,Dr. Dan Engle,0
2017-01-28,Dr. Dan Engle,0
2017-02-04,Dr. Dan Engle,0
2017-02-11,Dr. Dan Engle,0
2017-02-18,Dr. Dan Engle,0
2017-02-25,Dr. Dan Engle,0
2017-03-04,Dr. Dan Engle,0
2017-03-11,Dr. Dan Engle,0
2017-03-18,Dr. Dan Engle,0
2017-03-25,Dr. Dan Engle,0
2017-04-01,Dr. Dan Engle,0
2017-04-08,Dr. Dan Engle,0
2017-04-15,Dr. Dan Engle,0
2017-04-22,Dr. Dan Engle,0
2017-04-29,Dr. Dan Engle,23
2017-05-06,Dr. Dan Engle,0
2017-05-13,Dr. Dan Engle,0
2017-05-20,Dr. Dan Engle,0
2017-05-27,Dr. Dan Engle,0
2017-06-03,Dr. Dan Engle,0
2017-06-10,Dr. Dan Engle,0
2017-06-17,Dr. Dan Engle,0
2017-06-24,Dr. Dan Engle,0
2017-07-01,Dr. Dan Engle,0
2017-07-08,Dr. Dan Engle,25
2017-07-15,Dr. Dan Engle,0
2017-07-22,Dr. Dan Engle,0
2017-07-29,Dr. Dan Engle,0
2017-08-05,Dr. Dan Engle,0
2017-08-12,Dr. Dan Engle,0
2017-08-19,Dr. Dan Engle,0
2017-08-26,Dr. Dan Engle,0
2017-09-02,Dr. Dan Engle,0
2017-09-09,Dr. Dan Engle,23
2017-09-16,Dr. Dan Engle,0
2017-09-23,Dr. Dan Engle,0
2017-09-30,Dr. Dan Engle,0
2017-10-07,Dr. Dan Engle,0
2017-10-14,Dr. Dan Engle,0
2017-10-21,Dr. Dan Engle,0
2017-10-28,Dr. Dan Engle,0
2017-11-04,Dr. Dan Engle,0
2017-11-11,Dr. Dan Engle,0
2017-11-18,Dr. Dan Engle,0
2017-11-25,Dr. Dan Engle,22
2017-12-02,Dr. Dan Engle,0
2017-12-09,Dr. Dan Engle,0
2017-12-16,Dr. Dan Engle,0
2017-12-23,Dr. Dan Engle,0
2017-12-30,Dr. Dan Engle,0
2018-01-06,Dr. Dan Engle,0
2018-01-13,Dr. Dan Engle,0
2018-01-20,Dr. Dan Engle,0
2018-01-27,Dr. Dan Engle,0
2018-02-03,Dr. Dan Engle,0
2018-02-10,Dr. Dan Engle,0
2018-02-17,Dr. Dan Engle,0
2018-02-24,Dr. Dan Engle,0
2018-03-03,Dr. Dan Engle,0
2018-03-10,Dr. Dan Engle,0
2018-03-17,Dr. Dan Engle,22
2018-03-24,Dr. Dan Engle,0
2018-03-31,Dr. Dan Engle,0
2018-04-07,Dr. Dan Engle,0
2018-04-14,Dr. Dan Engle,23
2018-04-21,Dr. Dan Engle,0
2018-04-28,Dr. Dan Engle,0
2018-05-05,Dr. Dan Engle,0
2018-05-12,Dr. Dan Engle,0
2018-05-19,Dr. Dan Engle,0
2018-05-26,Dr. Dan Engle,0
2018-06-02,Dr. Dan Engle,0
2018-06-09,Dr. Dan Engle,0
2018-06-16,Dr. Dan Engle,0
2018-06-23,Dr. Dan Engle,0
2018-06-30,Dr. Dan Engle,0
2018-07-07,Dr. Dan Engle,0
2018-07-14,Dr. Dan Engle,0
2018-07-21,Dr. Dan Engle,0
2018-07-28,Dr. Dan Engle,0
2018-08-04,Dr. Dan Engle,0
2018-08-11,Dr. Dan Engle,24
2018-08-18,Dr. Dan Engle,0
2018-08-25,Dr. Dan Engle,0
2018-09-01,Dr. Dan Engle,0
2018-09-08,Dr. Dan Engle,0
2013-09-21,Dr. Debra Soh,0
2013-09-28,Dr. Debra Soh,0
2013-10-05,Dr. Debra Soh,0
2013-10-12,Dr. Debra Soh,0
2013-10-19,Dr. Debra Soh,0
2013-10-26,Dr. Debra Soh,0
2013-11-02,Dr. Debra Soh,0
2013-11-09,Dr. Debra Soh,0
2013-11-16,Dr. Debra Soh,0
2013-11-23,Dr. Debra Soh,0
2013-11-30,Dr. Debra Soh,0
2013-12-07,Dr. Debra Soh,0
2013-12-14,Dr. Debra Soh,0
2013-12-21,Dr. Debra Soh,0
2013-12-28,Dr. Debra Soh,0
2014-01-04,Dr. Debra Soh,0
2014-01-11,Dr. Debra Soh,0
2014-01-18,Dr. Debra Soh,0
2014-01-25,Dr. Debra Soh,0
2014-02-01,Dr. Debra Soh,0
2014-02-08,Dr. Debra Soh,0
2014-02-15,Dr. Debra Soh,0
2014-02-22,Dr. Debra Soh,0
2014-03-01,Dr. Debra Soh,0
2014-03-08,Dr. Debra Soh,0
2014-03-15,Dr. Debra Soh,0
2014-03-22,Dr. Debra Soh,0
2014-03-29,Dr. Debra Soh,0
2014-04-05,Dr. Debra Soh,0
2014-04-12,Dr. Debra Soh,0
2014-04-19,Dr. Debra Soh,0
2014-04-26,Dr. Debra Soh,0
2014-05-03,Dr. Debra Soh,0
2014-05-10,Dr. Debra Soh,0
2014-05-17,Dr. Debra Soh,0
2014-05-24,Dr. Debra Soh,0
2014-05-31,Dr. Debra Soh,0
2014-06-07,Dr. Debra Soh,0
2014-06-14,Dr. Debra Soh,0
2014-06-21,Dr. Debra Soh,0
2014-06-28,Dr. Debra Soh,0
2014-07-05,Dr. Debra Soh,0
2014-07-12,Dr. Debra Soh,0
2014-07-19,Dr. Debra Soh,0
2014-07-26,Dr. Debra Soh,0
2014-08-02,Dr. Debra Soh,0
2014-08-09,Dr. Debra Soh,0
2014-08-16,Dr. Debra Soh,0
2014-08-23,Dr. Debra Soh,0
2014-08-30,Dr. Debra Soh,0
2014-09-06,Dr. Debra Soh,0
2014-09-13,Dr. Debra Soh,0
2014-09-20,Dr. Debra Soh,0
2014-09-27,Dr. Debra Soh,0
2014-10-04,Dr. Debra Soh,0
2014-10-11,Dr. Debra Soh,0
2014-10-18,Dr. Debra Soh,0
2014-10-25,Dr. Debra Soh,0
2014-11-01,Dr. Debra Soh,0
2014-11-08,Dr. Debra Soh,0
2014-11-15,Dr. Debra Soh,0
2014-11-22,Dr. Debra Soh,0
2014-11-29,Dr. Debra Soh,0
2014-12-06,Dr. Debra Soh,0
2014-12-13,Dr. Debra Soh,0
2014-12-20,Dr. Debra Soh,0
2014-12-27,Dr. Debra Soh,0
2015-01-03,Dr. Debra Soh,0
2015-01-10,Dr. Debra Soh,0
2015-01-17,Dr. Debra Soh,0
2015-01-24,Dr. Debra Soh,0
2015-01-31,Dr. Debra Soh,0
2015-02-07,Dr. Debra Soh,0
2015-02-14,Dr. Debra Soh,0
2015-02-21,Dr. Debra Soh,0
2015-02-28,Dr. Debra Soh,0
2015-03-07,Dr. Debra Soh,0
2015-03-14,Dr. Debra Soh,0
2015-03-21,Dr. Debra Soh,0
2015-03-28,Dr. Debra Soh,0
2015-04-04,Dr. Debra Soh,0
2015-04-11,Dr. Debra Soh,0
2015-04-18,Dr. Debra Soh,0
2015-04-25,Dr. Debra Soh,0
2015-05-02,Dr. Debra Soh,0
2015-05-09,Dr. Debra Soh,0
2015-05-16,Dr. Debra Soh,0
2015-05-23,Dr. Debra Soh,0
2015-05-30,Dr. Debra Soh,0
2015-06-06,Dr. Debra Soh,0
2015-06-13,Dr. Debra Soh,0
2015-06-20,Dr. Debra Soh,0
2015-06-27,Dr. Debra Soh,0
2015-07-04,Dr. Debra Soh,0
2015-07-11,Dr. Debra Soh,0
2015-07-18,Dr. Debra Soh,0
2015-07-25,Dr. Debra Soh,0
2015-08-01,Dr. Debra Soh,0
2015-08-08,Dr. Debra Soh,0
2015-08-15,Dr. Debra Soh,0
2015-08-22,Dr. Debra Soh,0
2015-08-29,Dr. Debra Soh,0
2015-09-05,Dr. Debra Soh,0
2015-09-12,Dr. Debra Soh,0
2015-09-19,Dr. Debra Soh,0
2015-09-26,Dr. Debra Soh,0
2015-10-03,Dr. Debra Soh,0
2015-10-10,Dr. Debra Soh,0
2015-10-17,Dr. Debra Soh,0
2015-10-24,Dr. Debra Soh,0
2015-10-31,Dr. Debra Soh,0
2015-11-07,Dr. Debra Soh,0
2015-11-14,Dr. Debra Soh,0
2015-11-21,Dr. Debra Soh,0
2015-11-28,Dr. Debra Soh,0
2015-12-05,Dr. Debra Soh,0
2015-12-12,Dr. Debra Soh,0
2015-12-19,Dr. Debra Soh,0
2015-12-26,Dr. Debra Soh,0
2016-01-02,Dr. Debra Soh,0
2016-01-09,Dr. Debra Soh,0
2016-01-16,Dr. Debra Soh,0
2016-01-23,Dr. Debra Soh,0
2016-01-30,Dr. Debra Soh,0
2016-02-06,Dr. Debra Soh,0
2016-02-13,Dr. Debra Soh,0
2016-02-20,Dr. Debra Soh,0
