date,keyword,interest
2015-11-07,Wayne Federman,11
2015-11-14,Wayne Federman,4
2015-11-21,Wayne Federman,4
2015-11-28,Wayne Federman,6
2015-12-05,Wayne Federman,4
2015-12-12,Wayne Federman,10
2015-12-19,Wayne Federman,3
2015-12-26,Wayne Federman,2
2016-01-02,Wayne Federman,3
2016-01-09,Wayne Federman,3
2016-01-16,Wayne Federman,1
2016-01-23,Wayne Federman,4
2016-01-30,Wayne Federman,2
2016-02-06,Wayne Federman,1
2016-02-13,Wayne Federman,1
2016-02-20,Wayne Federman,3
2016-02-27,Wayne Federman,3
2016-03-05,Wayne Federman,3
2016-03-12,Wayne Federman,1
2016-03-19,Wayne Federman,9
2016-03-26,Wayne Federman,8
2016-04-02,Wayne Federman,4
2016-04-09,Wayne Federman,5
2016-04-16,Wayne Federman,3
2016-04-23,Wayne Federman,3
2016-04-30,Wayne Federman,5
2016-05-07,Wayne Federman,3
2016-05-14,Wayne Federman,5
2016-05-21,Wayne Federman,5
2016-05-28,Wayne Federman,3
2016-06-04,Wayne Federman,2
2016-06-11,Wayne Federman,2
2016-06-18,Wayne Federman,1
2016-06-25,Wayne Federman,1
2016-07-02,Wayne Federman,1
2016-07-09,Wayne Federman,1
2016-07-16,Wayne Federman,1
2016-07-23,Wayne Federman,2
2016-07-30,Wayne Federman,100
2016-08-06,Wayne Federman,31
2016-08-13,Wayne Federman,11
2016-08-20,Wayne Federman,4
2016-08-27,Wayne Federman,3
2016-09-03,Wayne Federman,3
2016-09-10,Wayne Federman,3
2016-09-17,Wayne Federman,1
2016-09-24,Wayne Federman,3
2016-10-01,Wayne Federman,1
2016-10-08,Wayne Federman,4
2016-10-15,Wayne Federman,4
2016-10-22,Wayne Federman,0
2016-10-29,Wayne Federman,1
2016-11-05,Wayne Federman,1
2016-11-12,Wayne Federman,3
2016-11-19,Wayne Federman,1
2016-11-26,Wayne Federman,2
2016-12-03,Wayne Federman,1
2016-12-10,Wayne Federman,1
2016-12-17,Wayne Federman,3
2016-12-24,Wayne Federman,1
2016-12-31,Wayne Federman,0
2017-01-07,Wayne Federman,0
2017-01-14,Wayne Federman,1
2017-01-21,Wayne Federman,0
2017-01-28,Wayne Federman,1
2017-02-04,Wayne Federman,8
2017-02-11,Wayne Federman,4
2017-02-18,Wayne Federman,1
2017-02-25,Wayne Federman,3
2017-03-04,Wayne Federman,4
2017-03-11,Wayne Federman,2
2017-03-18,Wayne Federman,1
2017-03-25,Wayne Federman,1
2017-04-01,Wayne Federman,1
2017-04-08,Wayne Federman,1
2017-04-15,Wayne Federman,7
2017-04-22,Wayne Federman,4
2017-04-29,Wayne Federman,2
2017-05-06,Wayne Federman,2
2017-05-13,Wayne Federman,1
2017-05-20,Wayne Federman,1
2017-05-27,Wayne Federman,1
2017-06-03,Wayne Federman,1
2017-06-10,Wayne Federman,0
2017-06-17,Wayne Federman,2
2017-06-24,Wayne Federman,1
2017-07-01,Wayne Federman,3
2017-07-08,Wayne Federman,4
2017-07-15,Wayne Federman,1
2017-07-22,Wayne Federman,7
2017-07-29,Wayne Federman,1
2017-08-05,Wayne Federman,1
2017-08-12,Wayne Federman,1
2017-08-19,Wayne Federman,2
2017-08-26,Wayne Federman,0
2017-09-02,Wayne Federman,2
2017-09-09,Wayne Federman,1
2017-09-16,Wayne Federman,4
2017-09-23,Wayne Federman,3
2017-09-30,Wayne Federman,5
2017-10-07,Wayne Federman,1
2017-10-14,Wayne Federman,1
2017-10-21,Wayne Federman,2
2017-10-28,Wayne Federman,1
2017-11-04,Wayne Federman,1
2017-11-11,Wayne Federman,2
2017-11-18,Wayne Federman,2
2017-11-25,Wayne Federman,1
2017-12-02,Wayne Federman,2
2017-12-09,Wayne Federman,1
2017-12-16,Wayne Federman,1
2017-12-23,Wayne Federman,0
2017-12-30,Wayne Federman,1
2018-01-06,Wayne Federman,2
2018-01-13,Wayne Federman,1
2018-01-20,Wayne Federman,1
2018-01-27,Wayne Federman,6
2018-02-03,Wayne Federman,2
2018-02-10,Wayne Federman,2
2018-02-17,Wayne Federman,43
2018-02-24,Wayne Federman,12
2018-03-03,Wayne Federman,8
2018-03-10,Wayne Federman,7
2018-03-17,Wayne Federman,5
2018-03-24,Wayne Federman,3
2018-03-31,Wayne Federman,2
2018-04-07,Wayne Federman,1
2018-04-14,Wayne Federman,2
2018-04-21,Wayne Federman,2
2018-04-28,Wayne Federman,1
2018-05-05,Wayne Federman,2
2018-05-12,Wayne Federman,2
2018-05-19,Wayne Federman,2
2018-05-26,Wayne Federman,1
2018-06-02,Wayne Federman,2
2018-06-09,Wayne Federman,4
2018-06-16,Wayne Federman,2
2018-06-23,Wayne Federman,1
2018-06-30,Wayne Federman,1
2018-07-07,Wayne Federman,2
2018-07-14,Wayne Federman,1
2018-07-21,Wayne Federman,9
2018-07-28,Wayne Federman,6
2018-08-04,Wayne Federman,2
2018-08-11,Wayne Federman,2
2018-08-18,Wayne Federman,2
2018-08-25,Wayne Federman,1
2018-09-01,Wayne Federman,1
2018-09-08,Wayne Federman,1
2013-09-21,Wheeler Walker Jr.,0
2013-09-28,Wheeler Walker Jr.,0
2013-10-05,Wheeler Walker Jr.,0
2013-10-12,Wheeler Walker Jr.,0
2013-10-19,Wheeler Walker Jr.,0
2013-10-26,Wheeler Walker Jr.,0
2013-11-02,Wheeler Walker Jr.,0
2013-11-09,Wheeler Walker Jr.,0
2013-11-16,Wheeler Walker Jr.,0
2013-11-23,Wheeler Walker Jr.,0
2013-11-30,Wheeler Walker Jr.,11
2013-12-07,Wheeler Walker Jr.,0
2013-12-14,Wheeler Walker Jr.,0
2013-12-21,Wheeler Walker Jr.,0
2013-12-28,Wheeler Walker Jr.,0
2014-01-04,Wheeler Walker Jr.,0
2014-01-11,Wheeler Walker Jr.,0
2014-01-18,Wheeler Walker Jr.,0
2014-01-25,Wheeler Walker Jr.,0
2014-02-01,Wheeler Walker Jr.,0
2014-02-08,Wheeler Walker Jr.,0
2014-02-15,Wheeler Walker Jr.,0
2014-02-22,Wheeler Walker Jr.,0
2014-03-01,Wheeler Walker Jr.,0
2014-03-08,Wheeler Walker Jr.,0
2014-03-15,Wheeler Walker Jr.,0
2014-03-22,Wheeler Walker Jr.,0
2014-03-29,Wheeler Walker Jr.,0
2014-04-05,Wheeler Walker Jr.,0
2014-04-12,Wheeler Walker Jr.,0
2014-04-19,Wheeler Walker Jr.,0
2014-04-26,Wheeler Walker Jr.,0
2014-05-03,Wheeler Walker Jr.,0
2014-05-10,Wheeler Walker Jr.,0
2014-05-17,Wheeler Walker Jr.,0
2014-05-24,Wheeler Walker Jr.,0
2014-05-31,Wheeler Walker Jr.,0
2014-06-07,Wheeler Walker Jr.,0
2014-06-14,Wheeler Walker Jr.,0
2014-06-21,Wheeler Walker Jr.,0
2014-06-28,Wheeler Walker Jr.,0
2014-07-05,Wheeler Walker Jr.,0
2014-07-12,Wheeler Walker Jr.,0
2014-07-19,Wheeler Walker Jr.,0
2014-07-26,Wheeler Walker Jr.,0
2014-08-02,Wheeler Walker Jr.,0
2014-08-09,Wheeler Walker Jr.,0
2014-08-16,Wheeler Walker Jr.,0
2014-08-23,Wheeler Walker Jr.,0
2014-08-30,Wheeler Walker Jr.,0
2014-09-06,Wheeler Walker Jr.,0
2014-09-13,Wheeler Walker Jr.,0
2014-09-20,Wheeler Walker Jr.,0
2014-09-27,Wheeler Walker Jr.,12
2014-10-04,Wheeler Walker Jr.,0
2014-10-11,Wheeler Walker Jr.,0
2014-10-18,Wheeler Walker Jr.,0
2014-10-25,Wheeler Walker Jr.,0
2014-11-01,Wheeler Walker Jr.,0
2014-11-08,Wheeler Walker Jr.,0
2014-11-15,Wheeler Walker Jr.,0
2014-11-22,Wheeler Walker Jr.,0
2014-11-29,Wheeler Walker Jr.,0
2014-12-06,Wheeler Walker Jr.,0
2014-12-13,Wheeler Walker Jr.,0
2014-12-20,Wheeler Walker Jr.,0
2014-12-27,Wheeler Walker Jr.,0
2015-01-03,Wheeler Walker Jr.,0
2015-01-10,Wheeler Walker Jr.,0
2015-01-17,Wheeler Walker Jr.,0
2015-01-24,Wheeler Walker Jr.,0
2015-01-31,Wheeler Walker Jr.,0
2015-02-07,Wheeler Walker Jr.,0
2015-02-14,Wheeler Walker Jr.,0
2015-02-21,Wheeler Walker Jr.,0
2015-02-28,Wheeler Walker Jr.,0
2015-03-07,Wheeler Walker Jr.,0
2015-03-14,Wheeler Walker Jr.,0
2015-03-21,Wheeler Walker Jr.,0
2015-03-28,Wheeler Walker Jr.,0
2015-04-04,Wheeler Walker Jr.,0
2015-04-11,Wheeler Walker Jr.,0
2015-04-18,Wheeler Walker Jr.,0
2015-04-25,Wheeler Walker Jr.,0
2015-05-02,Wheeler Walker Jr.,0
2015-05-09,Wheeler Walker Jr.,0
2015-05-16,Wheeler Walker Jr.,0
2015-05-23,Wheeler Walker Jr.,0
2015-05-30,Wheeler Walker Jr.,0
2015-06-06,Wheeler Walker Jr.,13
2015-06-13,Wheeler Walker Jr.,0
2015-06-20,Wheeler Walker Jr.,0
2015-06-27,Wheeler Walker Jr.,0
2015-07-04,Wheeler Walker Jr.,0
2015-07-11,Wheeler Walker Jr.,0
2015-07-18,Wheeler Walker Jr.,0
2015-07-25,Wheeler Walker Jr.,13
2015-08-01,Wheeler Walker Jr.,0
2015-08-08,Wheeler Walker Jr.,0
2015-08-15,Wheeler Walker Jr.,0
2015-08-22,Wheeler Walker Jr.,0
2015-08-29,Wheeler Walker Jr.,0
2015-09-05,Wheeler Walker Jr.,12
2015-09-12,Wheeler Walker Jr.,0
2015-09-19,Wheeler Walker Jr.,24
2015-09-26,Wheeler Walker Jr.,0
2015-10-03,Wheeler Walker Jr.,12
2015-10-10,Wheeler Walker Jr.,12
2015-10-17,Wheeler Walker Jr.,12
2015-10-24,Wheeler Walker Jr.,0
2015-10-31,Wheeler Walker Jr.,0
2015-11-07,Wheeler Walker Jr.,0
2015-11-14,Wheeler Walker Jr.,0
2015-11-21,Wheeler Walker Jr.,0
2015-11-28,Wheeler Walker Jr.,0
2015-12-05,Wheeler Walker Jr.,11
2015-12-12,Wheeler Walker Jr.,12
2015-12-19,Wheeler Walker Jr.,0
2015-12-26,Wheeler Walker Jr.,0
2016-01-02,Wheeler Walker Jr.,20
2016-01-09,Wheeler Walker Jr.,9
2016-01-16,Wheeler Walker Jr.,10
2016-01-23,Wheeler Walker Jr.,0
2016-01-30,Wheeler Walker Jr.,9
2016-02-06,Wheeler Walker Jr.,33
2016-02-13,Wheeler Walker Jr.,52
2016-02-20,Wheeler Walker Jr.,37
2016-02-27,Wheeler Walker Jr.,14
2016-03-05,Wheeler Walker Jr.,0
2016-03-12,Wheeler Walker Jr.,19
2016-03-19,Wheeler Walker Jr.,24
2016-03-26,Wheeler Walker Jr.,29
2016-04-02,Wheeler Walker Jr.,24
2016-04-09,Wheeler Walker Jr.,34
2016-04-16,Wheeler Walker Jr.,66
2016-04-23,Wheeler Walker Jr.,52
2016-04-30,Wheeler Walker Jr.,24
2016-05-07,Wheeler Walker Jr.,15
2016-05-14,Wheeler Walker Jr.,39
2016-05-21,Wheeler Walker Jr.,15
2016-05-28,Wheeler Walker Jr.,10
2016-06-04,Wheeler Walker Jr.,10
2016-06-11,Wheeler Walker Jr.,10
2016-06-18,Wheeler Walker Jr.,0
2016-06-25,Wheeler Walker Jr.,0
2016-07-02,Wheeler Walker Jr.,11
2016-07-09,Wheeler Walker Jr.,20
2016-07-16,Wheeler Walker Jr.,10
2016-07-23,Wheeler Walker Jr.,20
2016-07-30,Wheeler Walker Jr.,21
2016-08-06,Wheeler Walker Jr.,0
2016-08-13,Wheeler Walker Jr.,0
2016-08-20,Wheeler Walker Jr.,10
2016-08-27,Wheeler Walker Jr.,15
2016-09-03,Wheeler Walker Jr.,20
2016-09-10,Wheeler Walker Jr.,10
2016-09-17,Wheeler Walker Jr.,14
2016-09-24,Wheeler Walker Jr.,19
2016-10-01,Wheeler Walker Jr.,9
2016-10-08,Wheeler Walker Jr.,19
2016-10-15,Wheeler Walker Jr.,28
2016-10-22,Wheeler Walker Jr.,0
2016-10-29,Wheeler Walker Jr.,9
2016-11-05,Wheeler Walker Jr.,0
2016-11-12,Wheeler Walker Jr.,0
2016-11-19,Wheeler Walker Jr.,0
2016-11-26,Wheeler Walker Jr.,9
2016-12-03,Wheeler Walker Jr.,17
2016-12-10,Wheeler Walker Jr.,0
2016-12-17,Wheeler Walker Jr.,10
2016-12-24,Wheeler Walker Jr.,25
2016-12-31,Wheeler Walker Jr.,9
2017-01-07,Wheeler Walker Jr.,13
2017-01-14,Wheeler Walker Jr.,9
2017-01-21,Wheeler Walker Jr.,26
2017-01-28,Wheeler Walker Jr.,17
2017-02-04,Wheeler Walker Jr.,34
2017-02-11,Wheeler Walker Jr.,30
2017-02-18,Wheeler Walker Jr.,35
2017-02-25,Wheeler Walker Jr.,16
2017-03-04,Wheeler Walker Jr.,0
2017-03-11,Wheeler Walker Jr.,9
2017-03-18,Wheeler Walker Jr.,26
2017-03-25,Wheeler Walker Jr.,34
2017-04-01,Wheeler Walker Jr.,39
2017-04-08,Wheeler Walker Jr.,13
2017-04-15,Wheeler Walker Jr.,13
2017-04-22,Wheeler Walker Jr.,21
2017-04-29,Wheeler Walker Jr.,26
2017-05-06,Wheeler Walker Jr.,27
2017-05-13,Wheeler Walker Jr.,19
2017-05-20,Wheeler Walker Jr.,19
2017-05-27,Wheeler Walker Jr.,29
2017-06-03,Wheeler Walker Jr.,61
2017-06-10,Wheeler Walker Jr.,66
2017-06-17,Wheeler Walker Jr.,36
2017-06-24,Wheeler Walker Jr.,64
2017-07-01,Wheeler Walker Jr.,55
2017-07-08,Wheeler Walker Jr.,28
2017-07-15,Wheeler Walker Jr.,38
2017-07-22,Wheeler Walker Jr.,38
2017-07-29,Wheeler Walker Jr.,46
2017-08-05,Wheeler Walker Jr.,27
2017-08-12,Wheeler Walker Jr.,14
2017-08-19,Wheeler Walker Jr.,18
2017-08-26,Wheeler Walker Jr.,9
2017-09-02,Wheeler Walker Jr.,26
2017-09-09,Wheeler Walker Jr.,17
2017-09-16,Wheeler Walker Jr.,17
2017-09-23,Wheeler Walker Jr.,31
2017-09-30,Wheeler Walker Jr.,26
2017-10-07,Wheeler Walker Jr.,9
2017-10-14,Wheeler Walker Jr.,22
2017-10-21,Wheeler Walker Jr.,22
2017-10-28,Wheeler Walker Jr.,17
2017-11-04,Wheeler Walker Jr.,34
2017-11-11,Wheeler Walker Jr.,30
2017-11-18,Wheeler Walker Jr.,18
2017-11-25,Wheeler Walker Jr.,21
2017-12-02,Wheeler Walker Jr.,29
2017-12-09,Wheeler Walker Jr.,17
2017-12-16,Wheeler Walker Jr.,46
2017-12-23,Wheeler Walker Jr.,10
2017-12-30,Wheeler Walker Jr.,27
2018-01-06,Wheeler Walker Jr.,25
2018-01-13,Wheeler Walker Jr.,72
2018-01-20,Wheeler Walker Jr.,100
2018-01-27,Wheeler Walker Jr.,17
2018-02-03,Wheeler Walker Jr.,12
2018-02-10,Wheeler Walker Jr.,17
2018-02-17,Wheeler Walker Jr.,17
2018-02-24,Wheeler Walker Jr.,37
2018-03-03,Wheeler Walker Jr.,16
2018-03-10,Wheeler Walker Jr.,29
2018-03-17,Wheeler Walker Jr.,8
2018-03-24,Wheeler Walker Jr.,35
2018-03-31,Wheeler Walker Jr.,13
2018-04-07,Wheeler Walker Jr.,33
2018-04-14,Wheeler Walker Jr.,21
2018-04-21,Wheeler Walker Jr.,25
2018-04-28,Wheeler Walker Jr.,17
2018-05-05,Wheeler Walker Jr.,30
2018-05-12,Wheeler Walker Jr.,17
2018-05-19,Wheeler Walker Jr.,26
2018-05-26,Wheeler Walker Jr.,18
2018-06-02,Wheeler Walker Jr.,22
2018-06-09,Wheeler Walker Jr.,17
2018-06-16,Wheeler Walker Jr.,13
2018-06-23,Wheeler Walker Jr.,18
2018-06-30,Wheeler Walker Jr.,55
2018-07-07,Wheeler Walker Jr.,31
2018-07-14,Wheeler Walker Jr.,14
2018-07-21,Wheeler Walker Jr.,31
2018-07-28,Wheeler Walker Jr.,26
2018-08-04,Wheeler Walker Jr.,31
2018-08-11,Wheeler Walker Jr.,18
2018-08-18,Wheeler Walker Jr.,27
2018-08-25,Wheeler Walker Jr.,17
2018-09-01,Wheeler Walker Jr.,30
2018-09-08,Wheeler Walker Jr.,21
2013-09-21,Whitney Cummings,8
2013-09-28,Whitney Cummings,9
2013-10-05,Whitney Cummings,16
2013-10-12,Whitney Cummings,16
2013-10-19,Whitney Cummings,12
2013-10-26,Whitney Cummings,13
2013-11-02,Whitney Cummings,15
2013-11-09,Whitney Cummings,11
2013-11-16,Whitney Cummings,18
2013-11-23,Whitney Cummings,12
2013-11-30,Whitney Cummings,6
2013-12-07,Whitney Cummings,10
2013-12-14,Whitney Cummings,6
2013-12-21,Whitney Cummings,7
2013-12-28,Whitney Cummings,9
2014-01-04,Whitney Cummings,12
2014-01-11,Whitney Cummings,11
2014-01-18,Whitney Cummings,5
2014-01-25,Whitney Cummings,13
2014-02-01,Whitney Cummings,9
2014-02-08,Whitney Cummings,7
2014-02-15,Whitney Cummings,6
2014-02-22,Whitney Cummings,6
2014-03-01,Whitney Cummings,9
2014-03-08,Whitney Cummings,5
2014-03-15,Whitney Cummings,6
2014-03-22,Whitney Cummings,5
2014-03-29,Whitney Cummings,5
2014-04-05,Whitney Cummings,7
2014-04-12,Whitney Cummings,6
2014-04-19,Whitney Cummings,5
2014-04-26,Whitney Cummings,3
2014-05-03,Whitney Cummings,4
2014-05-10,Whitney Cummings,3
2014-05-17,Whitney Cummings,13
2014-05-24,Whitney Cummings,7
2014-05-31,Whitney Cummings,5
2014-06-07,Whitney Cummings,4
2014-06-14,Whitney Cummings,13
2014-06-21,Whitney Cummings,100
2014-06-28,Whitney Cummings,56
2014-07-05,Whitney Cummings,17
2014-07-12,Whitney Cummings,13
2014-07-19,Whitney Cummings,9
2014-07-26,Whitney Cummings,10
2014-08-02,Whitney Cummings,17
2014-08-09,Whitney Cummings,17
2014-08-16,Whitney Cummings,15
2014-08-23,Whitney Cummings,11
2014-08-30,Whitney Cummings,17
2014-09-06,Whitney Cummings,7
2014-09-13,Whitney Cummings,6
2014-09-20,Whitney Cummings,6
2014-09-27,Whitney Cummings,5
2014-10-04,Whitney Cummings,4
2014-10-11,Whitney Cummings,5
2014-10-18,Whitney Cummings,5
2014-10-25,Whitney Cummings,5
2014-11-01,Whitney Cummings,7
2014-11-08,Whitney Cummings,4
2014-11-15,Whitney Cummings,10
2014-11-22,Whitney Cummings,6
2014-11-29,Whitney Cummings,11
2014-12-06,Whitney Cummings,5
2014-12-13,Whitney Cummings,5
2014-12-20,Whitney Cummings,7
2014-12-27,Whitney Cummings,9
2015-01-03,Whitney Cummings,7
2015-01-10,Whitney Cummings,9
2015-01-17,Whitney Cummings,7
2015-01-24,Whitney Cummings,25
2015-01-31,Whitney Cummings,8
2015-02-07,Whitney Cummings,11
2015-02-14,Whitney Cummings,19
2015-02-21,Whitney Cummings,10
2015-02-28,Whitney Cummings,6
2015-03-07,Whitney Cummings,8
2015-03-14,Whitney Cummings,29
2015-03-21,Whitney Cummings,9
2015-03-28,Whitney Cummings,10
2015-04-04,Whitney Cummings,7
2015-04-11,Whitney Cummings,9
2015-04-18,Whitney Cummings,11
2015-04-25,Whitney Cummings,6
2015-05-02,Whitney Cummings,9
2015-05-09,Whitney Cummings,6
2015-05-16,Whitney Cummings,9
2015-05-23,Whitney Cummings,12
2015-05-30,Whitney Cummings,6
2015-06-06,Whitney Cummings,9
2015-06-13,Whitney Cummings,6
2015-06-20,Whitney Cummings,6
2015-06-27,Whitney Cummings,12
2015-07-04,Whitney Cummings,8
2015-07-11,Whitney Cummings,15
2015-07-18,Whitney Cummings,8
2015-07-25,Whitney Cummings,43
2015-08-01,Whitney Cummings,12
2015-08-08,Whitney Cummings,18
2015-08-15,Whitney Cummings,7
2015-08-22,Whitney Cummings,8
2015-08-29,Whitney Cummings,7
2015-09-05,Whitney Cummings,5
2015-09-12,Whitney Cummings,13
2015-09-19,Whitney Cummings,20
2015-09-26,Whitney Cummings,27
2015-10-03,Whitney Cummings,13
2015-10-10,Whitney Cummings,8
2015-10-17,Whitney Cummings,14
2015-10-24,Whitney Cummings,10
2015-10-31,Whitney Cummings,15
2015-11-07,Whitney Cummings,12
2015-11-14,Whitney Cummings,7
2015-11-21,Whitney Cummings,8
2015-11-28,Whitney Cummings,16
2015-12-05,Whitney Cummings,54
2015-12-12,Whitney Cummings,41
2015-12-19,Whitney Cummings,22
2015-12-26,Whitney Cummings,46
2016-01-02,Whitney Cummings,32
2016-01-09,Whitney Cummings,25
2016-01-16,Whitney Cummings,89
2016-01-23,Whitney Cummings,93
2016-01-30,Whitney Cummings,31
2016-02-06,Whitney Cummings,17
2016-02-13,Whitney Cummings,28
2016-02-20,Whitney Cummings,18
2016-02-27,Whitney Cummings,12
2016-03-05,Whitney Cummings,10
2016-03-12,Whitney Cummings,11
2016-03-19,Whitney Cummings,11
2016-03-26,Whitney Cummings,10
2016-04-02,Whitney Cummings,7
2016-04-09,Whitney Cummings,7
2016-04-16,Whitney Cummings,8
2016-04-23,Whitney Cummings,8
2016-04-30,Whitney Cummings,17
2016-05-07,Whitney Cummings,16
2016-05-14,Whitney Cummings,9
2016-05-21,Whitney Cummings,10
2016-05-28,Whitney Cummings,11
2016-06-04,Whitney Cummings,8
2016-06-11,Whitney Cummings,7
2016-06-18,Whitney Cummings,6
2016-06-25,Whitney Cummings,5
2016-07-02,Whitney Cummings,8
2016-07-09,Whitney Cummings,8
2016-07-16,Whitney Cummings,6
2016-07-23,Whitney Cummings,6
2016-07-30,Whitney Cummings,7
2016-08-06,Whitney Cummings,4
2016-08-13,Whitney Cummings,5
2016-08-20,Whitney Cummings,6
2016-08-27,Whitney Cummings,5
2016-09-03,Whitney Cummings,6
2016-09-10,Whitney Cummings,5
2016-09-17,Whitney Cummings,4
2016-09-24,Whitney Cummings,4
2016-10-01,Whitney Cummings,4
2016-10-08,Whitney Cummings,5
2016-10-15,Whitney Cummings,4
2016-10-22,Whitney Cummings,4
2016-10-29,Whitney Cummings,3
2016-11-05,Whitney Cummings,5
2016-11-12,Whitney Cummings,4
2016-11-19,Whitney Cummings,6
2016-11-26,Whitney Cummings,5
2016-12-03,Whitney Cummings,4
2016-12-10,Whitney Cummings,4
2016-12-17,Whitney Cummings,5
2016-12-24,Whitney Cummings,5
2016-12-31,Whitney Cummings,5
2017-01-07,Whitney Cummings,7
2017-01-14,Whitney Cummings,9
2017-01-21,Whitney Cummings,12
2017-01-28,Whitney Cummings,12
2017-02-04,Whitney Cummings,6
2017-02-11,Whitney Cummings,9
2017-02-18,Whitney Cummings,11
2017-02-25,Whitney Cummings,36
2017-03-04,Whitney Cummings,12
2017-03-11,Whitney Cummings,6
2017-03-18,Whitney Cummings,9
2017-03-25,Whitney Cummings,8
2017-04-01,Whitney Cummings,5
2017-04-08,Whitney Cummings,5
2017-04-15,Whitney Cummings,15
2017-04-22,Whitney Cummings,8
2017-04-29,Whitney Cummings,5
2017-05-06,Whitney Cummings,6
2017-05-13,Whitney Cummings,9
2017-05-20,Whitney Cummings,6
2017-05-27,Whitney Cummings,5
2017-06-03,Whitney Cummings,5
2017-06-10,Whitney Cummings,5
2017-06-17,Whitney Cummings,7
2017-06-24,Whitney Cummings,5
2017-07-01,Whitney Cummings,5
2017-07-08,Whitney Cummings,5
2017-07-15,Whitney Cummings,5
2017-07-22,Whitney Cummings,6
2017-07-29,Whitney Cummings,5
2017-08-05,Whitney Cummings,6
2017-08-12,Whitney Cummings,4
2017-08-19,Whitney Cummings,4
2017-08-26,Whitney Cummings,4
2017-09-02,Whitney Cummings,5
2017-09-09,Whitney Cummings,5
2017-09-16,Whitney Cummings,6
2017-09-23,Whitney Cummings,40
2017-09-30,Whitney Cummings,83
2017-10-07,Whitney Cummings,23
2017-10-14,Whitney Cummings,13
2017-10-21,Whitney Cummings,11
2017-10-28,Whitney Cummings,12
2017-11-04,Whitney Cummings,9
2017-11-11,Whitney Cummings,9
2017-11-18,Whitney Cummings,9
2017-11-25,Whitney Cummings,7
2017-12-02,Whitney Cummings,5
2017-12-09,Whitney Cummings,6
2017-12-16,Whitney Cummings,7
2017-12-23,Whitney Cummings,10
2017-12-30,Whitney Cummings,7
2018-01-06,Whitney Cummings,6
2018-01-13,Whitney Cummings,8
2018-01-20,Whitney Cummings,21
2018-01-27,Whitney Cummings,13
2018-02-03,Whitney Cummings,28
2018-02-10,Whitney Cummings,11
2018-02-17,Whitney Cummings,9
2018-02-24,Whitney Cummings,7
2018-03-03,Whitney Cummings,7
2018-03-10,Whitney Cummings,7
2018-03-17,Whitney Cummings,29
2018-03-24,Whitney Cummings,18
2018-03-31,Whitney Cummings,9
2018-04-07,Whitney Cummings,9
2018-04-14,Whitney Cummings,7
2018-04-21,Whitney Cummings,12
2018-04-28,Whitney Cummings,10
2018-05-05,Whitney Cummings,7
2018-05-12,Whitney Cummings,18
2018-05-19,Whitney Cummings,31
2018-05-26,Whitney Cummings,33
2018-06-02,Whitney Cummings,8
2018-06-09,Whitney Cummings,14
2018-06-16,Whitney Cummings,9
2018-06-23,Whitney Cummings,11
2018-06-30,Whitney Cummings,7
2018-07-07,Whitney Cummings,8
2018-07-14,Whitney Cummings,12
2018-07-21,Whitney Cummings,8
2018-07-28,Whitney Cummings,7
2018-08-04,Whitney Cummings,6
2018-08-11,Whitney Cummings,6
2018-08-18,Whitney Cummings,7
2018-08-25,Whitney Cummings,6
2018-09-01,Whitney Cummings,16
2018-09-08,Whitney Cummings,6
2013-09-21,Will MacAskill,0
2013-09-28,Will MacAskill,1
2013-10-05,Will MacAskill,0
2013-10-12,Will MacAskill,0
2013-10-19,Will MacAskill,0
2013-10-26,Will MacAskill,0
2013-11-02,Will MacAskill,0
2013-11-09,Will MacAskill,0
2013-11-16,Will MacAskill,0
2013-11-23,Will MacAskill,0
2013-11-30,Will MacAskill,0
2013-12-07,Will MacAskill,0
2013-12-14,Will MacAskill,0
2013-12-21,Will MacAskill,0
2013-12-28,Will MacAskill,0
2014-01-04,Will MacAskill,1
2014-01-11,Will MacAskill,0
2014-01-18,Will MacAskill,0
2014-01-25,Will MacAskill,0
2014-02-01,Will MacAskill,0
2014-02-08,Will MacAskill,0
2014-02-15,Will MacAskill,0
2014-02-22,Will MacAskill,0
2014-03-01,Will MacAskill,0
2014-03-08,Will MacAskill,0
2014-03-15,Will MacAskill,0
2014-03-22,Will MacAskill,0
2014-03-29,Will MacAskill,0
2014-04-05,Will MacAskill,0
2014-04-12,Will MacAskill,1
2014-04-19,Will MacAskill,1
2014-04-26,Will MacAskill,1
2014-05-03,Will MacAskill,0
2014-05-10,Will MacAskill,0
2014-05-17,Will MacAskill,0
2014-05-24,Will MacAskill,0
2014-05-31,Will MacAskill,0
2014-06-07,Will MacAskill,0
2014-06-14,Will MacAskill,0
2014-06-21,Will MacAskill,0
2014-06-28,Will MacAskill,0
2014-07-05,Will MacAskill,0
2014-07-12,Will MacAskill,0
2014-07-19,Will MacAskill,0
2014-07-26,Will MacAskill,0
2014-08-02,Will MacAskill,0
2014-08-09,Will MacAskill,0
2014-08-16,Will MacAskill,0
2014-08-23,Will MacAskill,0
2014-08-30,Will MacAskill,0
2014-09-06,Will MacAskill,0
2014-09-13,Will MacAskill,0
2014-09-20,Will MacAskill,0
2014-09-27,Will MacAskill,0
2014-10-04,Will MacAskill,0
2014-10-11,Will MacAskill,0
2014-10-18,Will MacAskill,1
2014-10-25,Will MacAskill,0
2014-11-01,Will MacAskill,1
2014-11-08,Will MacAskill,0
2014-11-15,Will MacAskill,0
2014-11-22,Will MacAskill,0
